date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,GU,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VI,VA,WA,WV,WI,WY
2020-03-12,,,0.0,5.0,50.0,15.0,3.0,3.0,0.0,20.0,0.0,,0.0,,7.0,1.0,2.0,4.0,4.0,1.0,,0.0,13.0,10.0,4.0,0.0,1.0,,1.0,4.0,1.0,6.0,2.0,109.0,8.0,0.0,,1.0,0.0,10.0,6.0,,0.0,2.0,0.0,10.0,8.0,2.0,0.0,,7.0,81.0,,2.0,0.0
2020-03-13,,0.0,0.0,1.0,68.0,29.0,5.0,0.0,0.0,24.0,10.0,,0.0,,14.0,0.0,1.0,1.0,0.0,22.0,1.0,5.0,15.0,13.0,5.0,5.0,2.0,,3.0,8.0,1.0,21.0,4.0,95.0,2.0,0.0,,8.0,1.0,0.0,19.0,,15.0,1.0,1.0,8.0,17.0,0.0,0.0,,13.0,92.0,,11.0,1.0
2020-03-14,6.0,0.0,3.0,2.0,61.0,25.0,9.0,0.0,6.0,0.0,24.0,,2.0,4.0,20.0,3.0,1.0,2.0,7.0,41.0,1.0,9.0,15.0,8.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,25.0,3.0,189.0,7.0,0.0,,13.0,1.0,6.0,6.0,1.0,0.0,6.0,0.0,6.0,11.0,14.0,3.0,,12.0,98.0,,8.0,1.0
2020-03-15,11.0,0.0,1.0,7.0,97.0,33.0,6.0,3.0,1.0,39.0,32.0,,3.0,0.0,28.0,4.0,4.0,1.0,3.0,26.0,9.0,5.0,26.0,20.0,14.0,4.0,0.0,0.0,2.0,5.0,6.0,23.0,4.0,122.0,7.0,0.0,,11.0,4.0,3.0,21.0,1.0,0.0,9.0,0.0,7.0,11.0,8.0,3.0,0.0,3.0,66.0,,6.0,0.0
2020-03-16,6.0,2.0,5.0,6.0,110.0,25.0,15.0,1.0,5.0,32.0,21.0,0.0,3.0,0.0,10.0,5.0,0.0,2.0,1.0,34.0,5.0,7.0,33.0,1.0,19.0,2.0,4.0,2.0,2.0,19.0,4.0,78.0,4.0,218.0,2.0,0.0,,13.0,2.0,7.0,13.0,0.0,1.0,5.0,1.0,13.0,7.0,11.0,4.0,1.0,6.0,119.0,,14.0,7.0
2020-03-17,10.0,3.0,2.0,0.0,144.0,22.0,27.0,8.0,9.0,69.0,24.0,0.0,4.0,4.0,55.0,6.0,7.0,6.0,4.0,59.0,15.0,18.0,21.0,11.0,6.0,9.0,7.0,0.0,3.0,10.0,9.0,92.0,2.0,425.0,8.0,4.0,,17.0,8.0,20.0,20.0,0.0,2.0,14.0,1.0,21.0,19.0,11.0,2.0,0.0,16.0,114.0,,25.0,5.0
2020-03-18,12.0,3.0,8.0,11.0,161.0,33.0,28.0,10.0,5.0,116.0,51.0,5.0,2.0,2.0,127.0,9.0,9.0,5.0,9.0,84.0,11.0,28.0,38.0,15.0,17.0,13.0,5.0,4.0,7.0,27.0,13.0,159.0,5.0,1012.0,24.0,2.0,,23.0,11.0,8.0,38.0,0.0,10.0,13.0,0.0,25.0,60.0,14.0,5.0,1.0,11.0,118.0,1.0,34.0,2.0
2020-03-19,27.0,3.0,19.0,29.0,174.0,62.0,63.0,4.0,3.0,108.0,89.0,4.0,10.0,12.0,134.0,17.0,6.0,13.0,12.0,112.0,9.0,23.0,72.0,254.0,12.0,16.0,14.0,7.0,4.0,17.0,5.0,308.0,7.0,1774.0,38.0,12.0,,30.0,15.0,13.0,48.0,1.0,11.0,21.0,3.0,57.0,82.0,15.0,3.0,0.0,16.0,202.0,3.0,49.0,1.0
2020-03-20,28.0,2.0,23.0,38.0,216.0,86.0,35.0,9.0,32.0,130.0,200.0,2.0,11.0,8.0,163.0,25.0,1.0,14.0,16.0,145.0,5.0,42.0,85.0,214.0,26.0,30.0,38.0,0.0,6.0,66.0,11.0,161.0,8.0,2952.0,40.0,8.0,,49.0,5.0,27.0,82.0,8.0,0.0,45.0,0.0,82.0,138.0,32.0,7.0,3.0,21.0,176.0,3.0,61.0,4.0
2020-03-21,25.0,7.0,34.0,18.0,261.0,111.0,29.0,6.0,6.0,200.0,70.0,1.0,11.0,11.0,168.0,47.0,23.0,8.0,21.0,226.0,13.0,45.0,112.0,239.0,23.0,60.0,20.0,10.0,8.0,0.0,10.0,440.0,14.0,3258.0,40.0,1.0,,78.0,4.0,23.0,119.0,7.0,22.0,46.0,0.0,75.0,161.0,26.0,20.0,0.0,37.0,251.0,4.0,65.0,2.0
2020-03-22,26.0,1.0,49.0,47.0,307.0,116.0,104.0,11.0,21.0,236.0,68.0,12.0,8.0,5.0,296.0,76.0,22.0,9.0,19.0,74.0,19.0,50.0,121.0,246.0,33.0,67.0,37.0,5.0,1.0,25.0,13.0,578.0,8.0,4817.0,85.0,2.0,,104.0,14.0,24.0,116.0,2.0,17.0,22.0,7.0,112.0,92.0,44.0,3.0,11.0,67.0,189.0,4.0,101.0,2.0
2020-03-23,39.0,14.0,81.0,36.0,389.0,130.0,88.0,31.0,18.0,222.0,180.0,2.0,21.0,3.0,238.0,60.0,15.0,16.0,21.0,335.0,18.0,45.0,131.0,291.0,64.0,42.0,53.0,11.0,11.0,75.0,23.0,930.0,18.0,5711.0,33.0,2.0,,93.0,14.0,30.0,140.0,8.0,23.0,105.0,7.0,98.0,89.0,75.0,23.0,0.0,35.0,257.0,0.0,36.0,2.0
2020-03-24,46.0,6.0,92.0,30.0,404.0,191.0,203.0,17.0,21.0,245.0,295.0,3.0,13.0,23.0,250.0,107.0,19.0,20.0,33.0,216.0,11.0,59.0,382.0,467.0,29.0,71.0,72.0,6.0,4.0,50.0,7.0,831.0,17.0,4805.0,95.0,5.0,,120.0,25.0,18.0,207.0,8.0,18.0,43.0,2.0,156.0,129.0,42.0,20.0,0.0,37.0,368.0,23.0,63.0,9.0
2020-03-25,144.0,17.0,76.0,76.0,539.0,174.0,257.0,15.0,46.0,504.0,290.0,0.0,5.0,50.0,339.0,113.0,23.0,32.0,41.0,407.0,24.0,74.0,679.0,502.0,25.0,56.0,129.0,14.0,7.0,90.0,29.0,727.0,13.0,7413.0,165.0,8.0,,143.0,58.0,57.0,300.0,12.0,8.0,83.0,11.0,128.0,275.0,47.0,28.0,0.0,99.0,116.0,12.0,142.0,12.0
2020-03-26,152.0,10.0,106.0,43.0,877.0,346.0,137.0,24.0,48.0,507.0,256.0,17.0,11.0,66.0,664.0,177.0,32.0,39.0,50.0,510.0,13.0,158.0,579.0,584.0,57.0,110.0,124.0,25.0,7.0,130.0,21.0,2474.0,23.0,5941.0,77.0,13.0,,160.0,84.0,50.0,539.0,13.0,33.0,31.0,5.0,175.0,410.0,56.0,35.0,0.0,213.0,623.0,25.0,131.0,7.0
2020-03-27,101.0,16.0,157.0,35.0,855.0,303.0,279.0,22.0,36.0,720.0,557.0,4.0,14.0,43.0,491.0,331.0,57.0,40.0,54.0,441.0,13.0,209.0,823.0,778.0,52.0,93.0,162.0,31.0,11.0,86.0,29.0,1949.0,55.0,5688.0,145.0,10.0,,277.0,74.0,99.0,527.0,15.0,38.0,86.0,12.0,199.0,429.0,78.0,26.0,2.0,2.0,562.0,20.0,176.0,18.0
2020-03-28,81.0,17.0,108.0,24.0,651.0,326.0,233.0,49.0,37.0,840.0,249.0,4.0,31.0,30.0,518.0,247.0,62.0,59.0,92.0,569.0,43.0,276.0,1017.0,979.0,44.0,90.0,167.0,26.0,20.0,117.0,27.0,2299.0,19.0,8771.0,188.0,25.0,,262.0,55.0,65.0,598.0,21.0,36.0,119.0,10.0,183.0,410.0,128.0,27.0,0.0,134.0,541.0,17.0,112.0,11.0
2020-03-29,110.0,12.0,157.0,40.0,755.0,254.0,469.0,18.0,38.0,905.0,236.0,1.0,24.0,48.0,1068.0,283.0,38.0,61.0,45.0,224.0,42.0,178.0,698.0,852.0,62.0,90.0,65.0,14.0,16.0,182.0,44.0,2262.0,27.0,6266.0,194.0,4.0,0.0,259.0,52.0,69.0,626.0,27.0,55.0,114.0,22.0,206.0,341.0,111.0,24.0,4.0,150.0,586.0,11.0,78.0,3.0
2020-03-30,117.0,6.0,239.0,59.0,1100.0,313.0,578.0,32.0,59.0,752.0,349.0,2.0,29.0,105.0,455.0,275.0,88.0,41.0,41.0,485.0,22.0,171.0,797.0,1022.0,72.0,89.0,147.0,16.0,47.0,124.0,56.0,3250.0,45.0,7721.0,137.0,12.0,0.0,268.0,52.0,58.0,715.0,47.0,114.0,150.0,10.0,152.0,343.0,87.0,21.0,7.0,131.0,283.0,21.0,149.0,8.0
2020-03-31,52.0,13.0,129.0,56.0,1162.0,362.0,557.0,55.0,94.0,1047.0,1084.0,79.0,20.0,111.0,922.0,380.0,74.0,61.0,110.0,1213.0,28.0,247.0,868.0,1121.0,53.0,89.0,301.0,21.0,14.0,69.0,53.0,2060.0,33.0,8707.0,224.0,17.0,0.0,266.0,85.0,83.0,841.0,65.0,80.0,158.0,7.0,328.0,523.0,81.0,37.0,0.0,229.0,113.0,17.0,82.0,25.0
2020-04-01,109.0,10.0,115.0,60.0,1274.0,356.0,429.0,49.0,91.0,1027.0,631.0,8.0,34.0,143.0,986.0,401.0,51.0,54.0,84.0,1187.0,41.0,323.0,1118.0,1663.0,60.0,136.0,230.0,21.0,50.0,166.0,48.0,3559.0,48.0,8153.0,64.0,21.0,4.0,349.0,153.0,47.0,808.0,47.0,78.0,210.0,22.0,640.0,814.0,125.0,28.0,0.0,262.0,296.0,29.0,201.0,17.0
2020-04-02,162.0,3.0,187.0,59.0,1333.0,382.0,267.0,25.0,67.0,1231.0,697.0,5.0,25.0,222.0,717.0,478.0,65.0,65.0,73.0,2728.0,32.0,346.0,1228.0,1499.0,53.0,104.0,254.0,22.0,24.0,179.0,64.0,3335.0,40.0,8996.0,267.0,12.0,2.0,355.0,160.0,90.0,1216.0,30.0,91.0,261.0,36.0,179.0,550.0,65.0,17.0,7.0,195.0,997.0,26.0,178.0,16.0
2020-04-03,265.0,10.0,169.0,55.0,1379.0,454.0,1091.0,57.0,104.0,1260.0,523.0,2.0,34.0,121.0,1209.0,399.0,85.0,71.0,15.0,1147.0,56.0,427.0,1436.0,1878.0,47.0,181.0,279.0,21.0,24.0,91.0,61.0,4305.0,92.0,10329.0,235.0,14.0,0.0,409.0,110.0,72.0,1399.0,62.0,54.0,146.0,22.0,164.0,821.0,171.0,51.0,1.0,305.0,381.0,25.0,186.0,13.0
2020-04-04,97.0,13.0,250.0,5.0,1227.0,392.0,361.0,143.0,145.0,1277.0,416.0,69.0,32.0,64.0,1453.0,520.0,87.0,77.0,147.0,2201.0,24.0,367.0,1334.0,1556.0,76.0,97.0,178.0,19.0,42.0,209.0,81.0,4229.0,49.0,12274.0,309.0,13.0,0.0,427.0,170.0,101.0,1690.0,74.0,95.0,217.0,25.0,233.0,793.0,178.0,72.0,4.0,397.0,532.0,40.0,196.0,22.0
2020-04-05,208.0,14.0,250.0,110.0,1406.0,376.0,399.0,80.0,96.0,805.0,359.0,42.0,20.0,24.0,919.0,462.0,82.0,67.0,139.0,514.0,14.0,484.0,764.0,1408.0,70.0,183.0,76.0,17.0,38.0,122.0,48.0,3381.0,80.0,8122.0,183.0,21.0,0.0,304.0,92.0,68.0,1480.0,23.0,116.0,132.0,28.0,273.0,551.0,192.0,51.0,0.0,228.0,486.0,43.0,155.0,11.0
2020-04-06,165.0,6.0,197.0,74.0,1159.0,222.0,1231.0,110.0,99.0,1279.0,816.0,1.0,16.0,70.0,986.0,549.0,78.0,85.0,9.0,1853.0,29.0,436.0,1337.0,1496.0,51.0,100.0,355.0,21.0,61.0,91.0,46.0,3585.0,62.0,9304.0,285.0,18.0,0.0,407.0,75.0,64.0,1485.0,38.0,160.0,183.0,48.0,215.0,1033.0,44.0,31.0,2.0,241.0,400.0,22.0,173.0,13.0
2020-04-07,192.0,22.0,111.0,70.0,1179.0,257.0,875.0,145.0,114.0,1118.0,1598.0,8.0,23.0,40.0,1287.0,558.0,102.0,51.0,232.0,1417.0,20.0,326.0,1365.0,1722.0,83.0,177.0,315.0,0.0,53.0,130.0,32.0,3326.0,108.0,8314.0,350.0,12.0,0.0,333.0,144.0,49.0,1507.0,60.0,147.0,185.0,32.0,257.0,818.0,75.0,32.0,1.0,455.0,298.0,66.0,138.0,8.0
2020-04-08,301.0,13.0,149.0,80.0,1503.0,226.0,1000.0,188.0,229.0,951.0,1048.0,135.0,25.0,22.0,1529.0,442.0,97.0,150.0,104.0,746.0,18.0,1158.0,1588.0,1369.0,85.0,88.0,290.0,13.0,47.0,217.0,41.0,3021.0,71.0,9568.0,203.0,14.0,3.0,366.0,53.0,58.0,1832.0,47.0,221.0,135.0,73.0,236.0,929.0,123.0,30.0,1.0,312.0,415.0,70.0,178.0,9.0
2020-04-09,340.0,9.0,292.0,69.0,1148.0,547.0,1003.0,93.0,83.0,1129.0,681.0,133.0,7.0,134.0,1344.0,414.0,125.0,61.0,132.0,1253.0,23.0,656.0,2151.0,1155.0,88.0,257.0,212.0,22.0,56.0,138.0,31.0,3590.0,124.0,10765.0,228.0,18.0,0.0,364.0,160.0,82.0,1965.0,63.0,277.0,240.0,54.0,210.0,1475.0,120.0,23.0,4.0,397.0,511.0,41.0,129.0,73.0
2020-04-10,170.0,11.0,94.0,56.0,1175.0,308.0,754.0,117.0,137.0,1141.0,974.0,35.0,23.0,59.0,1465.0,560.0,118.0,64.0,177.0,970.0,26.0,783.0,2033.0,1271.0,93.0,209.0,260.0,11.0,84.0,150.0,66.0,3561.0,101.0,10794.0,255.0,9.0,0.0,366.0,111.0,50.0,1749.0,42.0,288.0,273.0,89.0,337.0,919.0,123.0,51.0,1.0,468.0,279.0,13.0,183.0,17.0
2020-04-11,254.0,11.0,281.0,26.0,1055.0,383.0,972.0,153.0,118.0,1018.0,402.0,104.0,21.0,13.0,1293.0,534.0,122.0,102.0,149.0,761.0,30.0,726.0,1886.0,1209.0,92.0,173.0,225.0,12.0,40.0,114.0,44.0,3563.0,84.0,10160.0,404.0,15.0,0.0,372.0,74.0,76.0,1646.0,63.0,334.0,142.0,90.0,190.0,917.0,105.0,32.0,0.0,567.0,339.0,56.0,145.0,23.0
2020-04-12,321.0,15.0,146.0,52.0,902.0,410.0,525.0,146.0,97.0,877.0,-158.0,35.0,13.0,19.0,1672.0,496.0,77.0,55.0,112.0,581.0,17.0,531.0,2615.0,641.0,194.0,139.0,136.0,10.0,87.0,140.0,56.0,3699.0,71.0,8435.0,210.0,15.0,0.0,354.0,102.0,80.0,1181.0,109.0,316.0,112.0,103.0,161.0,568.0,97.0,16.0,0.0,197.0,187.0,22.0,128.0,21.0
2020-04-13,222.0,5.0,163.0,195.0,1011.0,388.0,1346.0,136.0,80.0,1156.0,1022.0,3.0,5.0,42.0,1173.0,310.0,123.0,47.0,85.0,421.0,65.0,711.0,1392.0,994.0,29.0,161.0,228.0,7.0,65.0,176.0,35.0,2734.0,100.0,6548.0,268.0,23.0,0.0,370.0,99.0,57.0,1340.0,6.0,311.0,120.0,138.0,339.0,711.0,63.0,21.0,0.0,473.0,133.0,23.0,87.0,9.0
2020-04-14,148.0,8.0,104.0,23.0,1424.0,250.0,608.0,165.0,103.0,609.0,788.0,2.0,9.0,39.0,1222.0,298.0,189.0,56.0,162.0,502.0,36.0,536.0,1296.0,1355.0,45.0,145.0,298.0,5.0,60.0,101.0,71.0,4240.0,62.0,7402.0,204.0,10.0,2.0,305.0,115.0,49.0,1296.0,20.0,275.0,114.0,120.0,171.0,816.0,52.0,4.0,0.0,427.0,164.0,59.0,127.0,0.0
2020-04-15,288.0,8.0,156.0,101.0,1349.0,339.0,766.0,88.0,139.0,906.0,670.0,29.0,13.0,49.0,1346.0,432.0,96.0,63.0,85.0,433.0,36.0,624.0,1755.0,1049.0,114.0,273.0,209.0,5.0,64.0,75.0,48.0,2206.0,77.0,11755.0,131.0,24.0,0.0,511.0,79.0,30.0,1213.0,51.0,278.0,103.0,181.0,210.0,803.0,129.0,7.0,0.0,329.0,95.0,28.0,166.0,19.0
2020-04-16,163.0,7.0,272.0,21.0,1035.0,395.0,1129.0,61.0,153.0,806.0,1061.0,40.0,11.0,22.0,1141.0,589.0,146.0,92.0,134.0,581.0,26.0,755.0,2263.0,1226.0,103.0,264.0,216.0,11.0,100.0,109.0,72.0,4287.0,113.0,8631.0,340.0,28.0,0.0,623.0,94.0,73.0,1510.0,69.0,309.0,275.0,143.0,213.0,822.0,138.0,9.0,0.0,389.0,374.0,14.0,154.0,1.0
2020-04-17,168.0,9.0,273.0,75.0,1256.0,372.0,925.0,248.0,126.0,1413.0,1014.0,6.0,12.0,46.0,1841.0,616.0,191.0,137.0,93.0,586.0,31.0,790.0,2221.0,834.0,159.0,169.0,172.0,7.0,122.0,203.0,76.0,3150.0,114.0,7532.0,396.0,46.0,1.0,693.0,108.0,49.0,1807.0,25.0,339.0,155.0,100.0,346.0,1203.0,126.0,11.0,2.0,601.0,299.0,37.0,170.0,8.0
2020-04-18,151.0,5.0,212.0,82.0,1431.0,386.0,741.0,215.0,190.0,739.0,356.0,9.0,21.0,13.0,1585.0,495.0,181.0,88.0,185.0,462.0,20.0,738.0,1970.0,764.0,142.0,181.0,234.0,4.0,132.0,102.0,55.0,2953.0,87.0,7249.0,281.0,89.0,0.0,1115.0,105.0,59.0,1621.0,50.0,314.0,160.0,130.0,201.0,796.0,129.0,24.0,0.0,561.0,371.0,49.0,154.0,11.0
2020-04-19,180.0,5.0,210.0,4.0,715.0,297.0,412.0,0.0,127.0,822.0,605.0,3.0,6.0,4.0,1197.0,571.0,402.0,77.0,253.0,348.0,20.0,513.0,1705.0,631.0,143.0,300.0,150.0,7.0,125.0,84.0,50.0,3881.0,47.0,6199.0,353.0,57.0,0.0,1380.0,29.0,66.0,1250.0,95.0,215.0,131.0,94.0,200.0,514.0,129.0,9.0,0.0,483.0,14.0,65.0,147.0,10.0
